BDAP,Comune,Provincia,Regione,Zona,2008,2009,2010,2011,2012,2013,2014,2015
124342930527986701,COMUNE DI MONTEGRINO VALTRAVAGLIA,VARESE,LOMBARDIA,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124542930520334001,COMUNE DI CORBOLA,ROVIGO,VENETO,NORD-EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124742930477121702,COMUNE DI OSPEDALETTI,IMPERIA,LIGURIA,NORD-OVEST,149183.0,126293.0,120602.0,102944.0,71374.64,63642.72,48311.98,37332.48
124942927917484702,COMUNE DI BASICO',MESSINA,SICILIA,ISOLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125042930526270701,COMUNE DI VILLA BASILICA,LUCCA,TOSCANA,CENTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125042930531186701,COMUNE DI BUSACHI,ORISTANO,SARDEGNA,ISOLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125142930542024401,COMUNE DI FRAGNETO L'ABATE,BENEVENTO,CAMPANIA,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125242930523820602,COMUNE DI SCAPOLI,ISERNIA,MOLISE,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125342930454820802,COMUNE DI VIGOLO,BERGAMO,LOMBARDIA,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125442929568624202,COMUNE DI SAN GIOVANNI AL NATISONE,UDINE,FRIULI-VENEZIA GIULIA,NORD-EST,10802.0,26453.0,113635.0,5755.0,197239.62,37396.89,23473.54,3613.18
125442929765978601,COMUNE DI CASTELLO DEL MATESE,CASERTA,CAMPANIA,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125442930529058102,COMUNE DI MONZA,MONZA E DELLA BRIANZA,LOMBARDIA,NORD-OVEST,29890266.0,33097288.0,34553292.0,32455108.0,43876479.22,30080464.63,38745034.37,36384194.3
125442930531011902,COMUNE DI COSTA SERINA,BERGAMO,LOMBARDIA,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125742930453762001,COMUNE DI OSSI,SASSARI,SARDEGNA,ISOLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125742930530905702,COMUNE DI SUSA,TORINO,PIEMONTE,NORD-OVEST,190956.0,190956.0,189315.0,18230.0,14429.5,6929.5,2925.5,925.5
126142928602946801,COMUNE DI CUVIO,VARESE,LOMBARDIA,NORD-OVEST,5852.0,5120.0,2992.0,8027.0,12218.51,0.0,7141.85,6767.91
126142930532118001,COMUNE DI PUMENENGO,BERGAMO,LOMBARDIA,NORD-OVEST,0.0,397767.0,0.0,0.0,0.0,0.0,0.0,0.0
126442930456035301,COMUNE DI NOMI,TRENTO,TRENTINO-ALTO ADIGE/SÜDTIROL,NORD-EST,0.0,0.0,0.0,0.0,0.0,3509607.49,3521538.5,3278483.85
126442930459684102,COMUNE DI CONSELVE,PADOVA,VENETO,NORD-EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126542930458708001,COMUNE DI SAN BENEDETTO BELBO,CUNEO,PIEMONTE,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126542930517020901,COMUNE DI CARRODANO,LA SPEZIA,LIGURIA,NORD-OVEST,712421.0,874813.0,1448227.0,1462972.0,1194938.95,927669.64,896747.32,0.0
126542930526631202,COMUNE DI PONTE SAN PIETRO,BERGAMO,LOMBARDIA,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126742930534060501,COMUNE DI BOLANO,LA SPEZIA,LIGURIA,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126842930458679802,COMUNE DI ROMANA,SASSARI,SARDEGNA,ISOLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127042930509937601,COMUNE DI ACCETTURA,MATERA,BASILICATA,SUD,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0
127242930465170502,COMUNE DI BARENGO,NOVARA,PIEMONTE,NORD-OVEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127342930544319402,COMUNE DI PULFERO,UDINE,FRIULI-VENEZIA GIULIA,NORD-EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127442930521046502,COMUNE DI CASTELVETERE SUL CALORE,AVELLINO,CAMPANIA,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127442930526713101,COMUNE DI PERDIFUMO,SALERNO,CAMPANIA,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127542929927508201,COMUNE DI LUBRIANO,VITERBO,LAZIO,CENTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127742930538769502,COMUNE DI SAN SOSTENE,CATANZARO,CALABRIA,SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127842930478658501,COMUNE DI VIZZOLA TICINO,VARESE,LOMBARDIA,NORD-OVEST,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
